total_cr,month,years,days,earliest_date
41.54627,September,2021,28,09/28/21 0:00
57.8582,September,2021,29,09/29/21 0:00
44.93672,September,2021,30,09/30/21 0:00
44.43089,October,2021,1,10/01/21 0:00
38.86205,October,2021,2,10/02/21 0:00
35.39122,October,2021,3,10/03/21 0:00
54.00848,October,2021,4,10/04/21 0:00
54.71611,October,2021,5,10/05/21 0:00
62.61202,October,2021,6,10/06/21 0:00
58.12517,October,2021,7,10/07/21 0:00
53.9654,October,2021,8,10/08/21 0:00
41.76331,October,2021,9,10/09/21 0:00
43.34002,October,2021,10,10/10/21 0:00
204.8217,October,2021,11,10/11/21 0:00
205.535,October,2021,12,10/12/21 0:00
93.42593,October,2021,13,10/13/21 0:00
95.19522,October,2021,14,10/14/21 0:00
104.83933,October,2021,15,10/15/21 0:00
76.64498,October,2021,16,10/16/21 0:00
53.40025,October,2021,17,10/17/21 0:00
56.62074,October,2021,18,10/18/21 0:00
58.71771,October,2021,19,10/19/21 0:00
53.35841,October,2021,20,10/20/21 0:00
55.00893,October,2021,21,10/21/21 0:00
54.77081,October,2021,22,10/22/21 0:00
40.03597,October,2021,23,10/23/21 0:00
52.93124,October,2021,24,10/24/21 0:00
103.95145,October,2021,25,10/25/21 0:00
93.93072,October,2021,26,10/26/21 0:00
74.73988,October,2021,27,10/27/21 0:00
81.76809,October,2021,28,10/28/21 0:00
65.55135,October,2021,29,10/29/21 0:00
44.43858,October,2021,30,10/30/21 0:00
44.11267,October,2021,31,10/31/21 0:00
67.38382,November,2021,1,11/01/21 0:00
49.48846,November,2021,2,11/02/21 0:00
56.30747,November,2021,3,11/03/21 0:00
54.16898,November,2021,4,11/04/21 0:00
62.07715,November,2021,5,11/05/21 0:00
41.0771,November,2021,6,11/06/21 0:00
61.85502,November,2021,7,11/07/21 0:00
89.68501,November,2021,8,11/08/21 0:00
78.61682,November,2021,9,11/09/21 0:00
72.65532,November,2021,10,11/10/21 0:00
91.91446,November,2021,11,11/11/21 0:00
70.09527,November,2021,12,11/12/21 0:00
44.22527,November,2021,13,11/13/21 0:00
62.81347,November,2021,14,11/14/21 0:00
75.27784,November,2021,15,11/15/21 0:00
41.90461,November,2021,16,11/16/21 0:00
41.19227,November,2021,17,11/17/21 0:00
95.68678,November,2021,18,11/18/21 0:00
41.54627,November,2021,19,11/19/21 0:00
57.8582,November,2021,20,11/20/21 0:00
44.93672,November,2021,21,11/21/21 0:00
44.43089,November,2021,22,11/22/21 0:00
38.86205,November,2021,23,11/23/21 0:00
35.39122,November,2021,24,11/24/21 0:00
54.00848,November,2021,25,11/25/21 0:00
54.71611,November,2021,26,11/26/21 0:00
62.61202,November,2021,27,11/27/21 0:00
58.12517,November,2021,28,11/28/21 0:00
72.84958,November,2021,29,11/29/21 0:00
71.4725,November,2021,30,11/30/21 0:00
62.81347,December,2021,1,12/01/21 0:00
75.27784,December,2021,2,12/02/21 0:00
41.90461,December,2021,3,12/03/21 0:00
41.19227,December,2021,4,12/04/21 0:00
95.68678,December,2021,5,12/05/21 0:00
41.54627,December,2021,6,12/06/21 0:00
57.8582,December,2021,7,12/07/21 0:00
44.93672,December,2021,8,12/08/21 0:00
44.43089,December,2021,9,12/09/21 0:00
38.86205,December,2021,10,12/10/21 0:00
35.39122,December,2021,11,12/11/21 0:00
54.00848,December,2021,12,12/12/21 0:00
54.71611,December,2021,13,12/13/21 0:00
62.61202,December,2021,14,12/14/21 0:00
58.12517,December,2021,15,12/15/21 0:00
53.9654,December,2021,16,12/16/21 0:00
41.76331,December,2021,17,12/17/21 0:00
43.34002,December,2021,18,12/18/21 0:00
204.8217,December,2021,19,12/19/21 0:00
34.90189,December,2021,20,12/20/21 0:00
37.56074,December,2021,21,12/21/21 0:00
56.71593,December,2021,22,12/22/21 0:00
65.59668,December,2021,23,12/23/21 0:00
59.11452,December,2021,24,12/24/21 0:00
62.70258,December,2021,25,12/25/21 0:00
53.98526,December,2021,26,12/26/21 0:00
40.94225,December,2021,27,12/27/21 0:00
38.62906,December,2021,28,12/28/21 0:00
82.8886,December,2021,29,12/29/21 0:00
59.86161,December,2021,30,12/30/21 0:00
66.40269,December,2021,31,12/31/21 0:00
34.37997,January,2020,1,01/01/20 0:00
35.90909,January,2020,2,01/02/20 0:00
204.0706,January,2020,3,01/03/20 0:00
481.7542,January,2020,4,01/04/20 0:00
518.1775,January,2020,5,01/05/20 0:00
84.33146,January,2020,6,01/06/20 0:00
72.44603,January,2020,7,01/07/20 0:00
44.82071,January,2020,8,01/08/20 0:00
43.88544,January,2020,9,01/09/20 0:00
63.63496,January,2020,10,01/10/20 0:00
41.81896,January,2020,11,01/11/20 0:00
42.14126,January,2020,12,01/12/20 0:00
49.82516,January,2020,13,01/13/20 0:00
39.30892,January,2020,14,01/14/20 0:00
34.98093,January,2020,15,01/15/20 0:00
33.58812,January,2020,16,01/16/20 0:00
90.94023,January,2020,17,01/17/20 0:00
72.84958,January,2020,18,01/18/20 0:00
71.4725,January,2020,19,01/19/20 0:00
62.81347,January,2020,20,01/20/20 0:00
75.27784,January,2020,21,01/21/20 0:00
41.90461,January,2020,22,01/22/20 0:00
41.19227,January,2020,23,01/23/20 0:00
95.68678,January,2020,24,01/24/20 0:00
41.54627,January,2020,25,01/25/20 0:00
57.8582,January,2020,26,01/26/20 0:00
44.93672,January,2020,27,01/27/20 0:00
44.43089,January,2020,28,01/28/20 0:00
38.86205,January,2020,29,01/29/20 0:00
35.39122,January,2020,30,01/30/20 0:00
54.00848,January,2020,31,01/31/20 0:00
54.71611,February,2020,1,02/01/20 0:00
62.61202,February,2020,2,02/02/20 0:00
58.12517,February,2020,3,02/03/20 0:00
53.9654,February,2020,4,02/04/20 0:00
41.76331,February,2020,5,02/05/20 0:00
43.34002,February,2020,6,02/06/20 0:00
204.8217,February,2020,7,02/07/20 0:00
205.535,February,2020,8,02/08/20 0:00
93.42593,February,2020,9,02/09/20 0:00
95.19522,February,2020,10,02/10/20 0:00
104.83933,February,2020,11,02/11/20 0:00
76.64498,February,2020,12,02/12/20 0:00
53.40025,February,2020,13,02/13/20 0:00
56.62074,February,2020,14,02/14/20 0:00
58.71771,February,2020,15,02/15/20 0:00
53.35841,February,2020,16,02/16/20 0:00
55.00893,February,2020,17,02/17/20 0:00
54.77081,February,2020,18,02/18/20 0:00
40.03597,February,2020,19,02/19/20 0:00
52.93124,February,2020,20,02/20/20 0:00
103.95145,February,2020,21,02/21/20 0:00
93.93072,February,2020,22,02/22/20 0:00
74.73988,February,2020,23,02/23/20 0:00
81.76809,February,2020,24,02/24/20 0:00
65.55135,February,2020,25,02/25/20 0:00
44.43858,February,2020,26,02/26/20 0:00
44.11267,February,2020,27,02/27/20 0:00
67.38382,February,2020,28,02/28/20 0:00
49.48846,March,2020,1,03/01/20 0:00
56.30747,March,2020,2,03/02/20 0:00
54.16898,March,2020,3,03/03/20 0:00
62.07715,March,2020,4,03/04/20 0:00
41.0771,March,2020,5,03/05/20 0:00
61.85502,March,2020,6,03/06/20 0:00
89.68501,March,2020,7,03/07/20 0:00
78.61682,March,2020,8,03/08/20 0:00
72.65532,March,2020,9,03/09/20 0:00
91.91446,March,2020,10,03/10/20 0:00
70.09527,March,2020,11,03/11/20 0:00
44.22527,March,2020,12,03/12/20 0:00
60.43314,March,2020,13,03/13/20 0:00
54.33399,March,2020,14,03/14/20 0:00
50.81861,March,2020,15,03/15/20 0:00
53.95806,March,2020,16,03/16/20 0:00
53.0236,March,2020,17,03/17/20 0:00
43.80694,March,2020,18,03/18/20 0:00
40.69661,March,2020,19,03/19/20 0:00
39.88563,March,2020,20,03/20/20 0:00
91.44261,March,2020,21,03/21/20 0:00
80.74354,March,2020,22,03/22/20 0:00
59.06756,March,2020,23,03/23/20 0:00
73.88795,March,2020,24,03/24/20 0:00
58.56911,March,2020,25,03/25/20 0:00
66.33273,March,2020,26,03/26/20 0:00
62.46997,March,2020,27,03/27/20 0:00
62.00379,March,2020,28,03/28/20 0:00
62.53992,March,2020,29,03/29/20 0:00
63.18637,March,2020,30,03/30/20 0:00
51.94783,March,2020,31,03/31/20 0:00
53.66358,April,2020,1,04/01/20 0:00
48.73481,April,2020,2,04/02/20 0:00
46.15175,April,2020,3,04/03/20 0:00
60.93573,April,2020,4,04/04/20 0:00
61.83261,April,2020,5,04/05/20 0:00
66.02195,April,2020,6,04/06/20 0:00
71.30728,April,2020,7,04/07/20 0:00
69.44934,April,2020,8,04/08/20 0:00
46.89032,April,2020,9,04/09/20 0:00
55.94129,April,2020,10,04/10/20 0:00
63.58671,April,2020,11,04/11/20 0:00
55.37422,April,2020,12,04/12/20 0:00
68.06038,April,2020,13,04/13/20 0:00
40.01136,April,2020,14,04/14/20 0:00
26.56554,April,2020,15,04/15/20 0:00
27.80494,April,2020,16,04/16/20 0:00
36.20473,April,2020,17,04/17/20 0:00
79.48307,April,2020,18,04/18/20 0:00
63.15198,April,2020,19,04/19/20 0:00
63.14157,April,2020,20,04/20/20 0:00
51.10078,April,2020,21,04/21/20 0:00
51.99089,April,2020,22,04/22/20 0:00
38.10336,April,2020,23,04/23/20 0:00
59.19574,April,2020,24,04/24/20 0:00
92.57297,April,2020,25,04/25/20 0:00
55.19821,April,2020,26,04/26/20 0:00
100.89049,April,2020,27,04/27/20 0:00
92.31369,April,2020,28,04/28/20 0:00
83.96828,April,2020,29,04/29/20 0:00
77.70345,April,2020,30,04/30/20 0:00
77.87352,May,2020,1,05/01/20 0:00
70.52221,May,2020,2,05/02/20 0:00
41.19045,May,2020,3,05/03/20 0:00
41.36584,May,2020,4,05/04/20 0:00
46.60109,May,2020,5,05/05/20 0:00
44.52579,May,2020,6,05/06/20 0:00
39.59057,May,2020,7,05/07/20 0:00
39.40839,May,2020,8,05/08/20 0:00
92.22967,May,2020,9,05/09/20 0:00
58.69535,May,2020,10,05/10/20 0:00
46.69153,May,2020,11,05/11/20 0:00
53.90878,May,2020,12,05/12/20 0:00
53.28237,May,2020,13,05/13/20 0:00
38.69931,May,2020,14,05/14/20 0:00
38.03527,May,2020,15,05/15/20 0:00
65.75598,May,2020,16,05/16/20 0:00
44.5364,May,2020,17,05/17/20 0:00
45.42609,May,2020,18,05/18/20 0:00
42.31002,May,2020,19,05/19/20 0:00
71.61338,May,2020,20,05/20/20 0:00
37.19671,May,2020,21,05/21/20 0:00
37.75752,May,2020,22,05/22/20 0:00
49.24468,May,2020,23,05/23/20 0:00
47.79898,May,2020,24,05/24/20 0:00
49.2622,May,2020,25,05/25/20 0:00
46.27036,May,2020,26,05/26/20 0:00
42.63428,May,2020,27,05/27/20 0:00
37.77062,May,2020,28,05/28/20 0:00
58.93814,May,2020,29,05/29/20 0:00
39.11901,May,2020,30,05/30/20 0:00
41.50536,May,2020,31,05/31/20 0:00
46.47455,June,2020,1,06/01/20 0:00
63.52503,June,2020,2,06/02/20 0:00
64.42863,June,2020,3,06/03/20 0:00
108.42889,June,2020,4,06/04/20 0:00
92.3833,June,2020,5,06/05/20 0:00
93.38458,June,2020,6,06/06/20 0:00
79.59381,June,2020,7,06/07/20 0:00
77.09498,June,2020,8,06/08/20 0:00
63.29197,June,2020,9,06/09/20 0:00
71.67108,June,2020,10,06/10/20 0:00
67.63689,June,2020,11,06/11/20 0:00
51.17733,June,2020,12,06/12/20 0:00
52.77213,June,2020,13,06/13/20 0:00
52.18937,June,2020,14,06/14/20 0:00
44.25192,June,2020,15,06/15/20 0:00
36.83037,June,2020,16,06/16/20 0:00
38.30893,June,2020,17,06/17/20 0:00
48.9266,June,2020,18,06/18/20 0:00
57.69427,June,2020,19,06/19/20 0:00
53.94666,June,2020,20,06/20/20 0:00
44.57486,June,2020,21,06/21/20 0:00
53.80006,June,2020,22,06/22/20 0:00
47.8856,June,2020,23,06/23/20 0:00
47.99036,June,2020,24,06/24/20 0:00
57.94737,June,2020,25,06/25/20 0:00
58.85093,June,2020,26,06/26/20 0:00
58.08537,June,2020,27,06/27/20 0:00
66.02805,June,2020,28,06/28/20 0:00
59.20246,June,2020,29,06/29/20 0:00
40.19205,June,2020,30,06/30/20 0:00
47.94819,July,2020,1,07/01/20 0:00
63.83304,July,2020,2,07/02/20 0:00
55.66778,July,2020,3,07/03/20 0:00
53.00214,July,2020,4,07/04/20 0:00
72.08127,July,2020,5,07/05/20 0:00
68.88726,July,2020,6,07/06/20 0:00
62.04594,July,2020,7,07/07/20 0:00
60.3235,July,2020,8,07/08/20 0:00
95.7913,July,2020,9,07/09/20 0:00
63.92335,July,2020,10,07/10/20 0:00
67.43847,July,2020,11,07/11/20 0:00
71.36849,July,2020,12,07/12/20 0:00
69.32501,July,2020,13,07/13/20 0:00
61.51077,July,2020,14,07/14/20 0:00
69.32824,July,2020,15,07/15/20 0:00
87.4532,July,2020,16,07/16/20 0:00
56.50678,July,2020,17,07/17/20 0:00
47.90534,July,2020,18,07/18/20 0:00
48.23998,July,2020,19,07/19/20 0:00
48.74137,July,2020,20,07/20/20 0:00
43.9074,July,2020,21,07/21/20 0:00
40.15603,July,2020,22,07/22/20 0:00
63.26821,July,2020,23,07/23/20 0:00
79.25461,July,2020,24,07/24/20 0:00
55.83295,July,2020,25,07/25/20 0:00
61.50039,July,2020,26,07/26/20 0:00
50.2036,July,2020,27,07/27/20 0:00
35.77687,July,2020,28,07/28/20 0:00
35.56102,July,2020,29,07/29/20 0:00
48.94489,July,2020,30,07/30/20 0:00
62.78785,July,2020,31,07/31/20 0:00
41.84751,August,2020,1,08/01/20 0:00
45.77929,August,2020,2,08/02/20 0:00
44.23804,August,2020,3,08/03/20 0:00
37.85073,August,2020,4,08/04/20 0:00
34.95052,August,2020,5,08/05/20 0:00
61.77974,August,2020,6,08/06/20 0:00
63.69724,August,2020,7,08/07/20 0:00
94.85392,August,2020,8,08/08/20 0:00
96.09014,August,2020,9,08/09/20 0:00
50.57124,August,2020,10,08/10/20 0:00
36.8317,August,2020,11,08/11/20 0:00
37.70956,August,2020,12,08/12/20 0:00
77.04551,August,2020,13,08/13/20 0:00
43.36862,August,2020,14,08/14/20 0:00
42.61298,August,2020,15,08/15/20 0:00
47.27722,August,2020,16,08/16/20 0:00
46.39166,August,2020,17,08/17/20 0:00
36.08219,August,2020,18,08/18/20 0:00
35.17733,August,2020,19,08/19/20 0:00
47.50825,August,2020,20,08/20/20 0:00
44.8559,August,2020,21,08/21/20 0:00
41.01211,August,2020,22,08/22/20 0:00
55.68394,August,2020,23,08/23/20 0:00
66.87971,August,2020,24,08/24/20 0:00
34.90189,August,2020,25,08/25/20 0:00
37.56074,August,2020,26,08/26/20 0:00
56.71593,August,2020,27,08/27/20 0:00
65.59668,August,2020,28,08/28/20 0:00
59.11452,August,2020,29,08/29/20 0:00
62.70258,August,2020,30,08/30/20 0:00
53.98526,August,2020,31,08/31/20 0:00
40.94225,September,2020,1,09/01/20 0:00
38.62906,September,2020,2,09/02/20 0:00
82.8886,September,2020,3,09/03/20 0:00
59.86161,September,2020,4,09/04/20 0:00
66.40269,September,2020,5,09/05/20 0:00
70.2241,September,2020,6,09/06/20 0:00
64.41861,September,2020,7,09/07/20 0:00
63.15572,September,2020,8,09/08/20 0:00
35.23475,September,2020,9,09/09/20 0:00
42.67265,September,2020,10,09/10/20 0:00
39.19582,September,2020,11,09/11/20 0:00
39.06442,September,2020,12,09/12/20 0:00
47.3888,September,2020,13,09/13/20 0:00
44.8776,September,2020,14,09/14/20 0:00
34.90005,September,2020,15,09/15/20 0:00
34.45733,September,2020,16,09/16/20 0:00
37.3759,September,2020,17,09/17/20 0:00
45.97035,September,2020,18,09/18/20 0:00
44.25621,September,2020,19,09/19/20 0:00
49.88325,September,2020,20,09/20/20 0:00
43.41274,September,2020,21,09/21/20 0:00
96.09014,September,2020,22,09/22/20 0:00
50.57124,September,2020,23,09/23/20 0:00
36.8317,September,2020,24,09/24/20 0:00
37.70956,September,2020,25,09/25/20 0:00
77.04551,September,2020,26,09/26/20 0:00
43.36862,September,2020,27,09/27/20 0:00
42.61298,September,2020,28,09/28/20 0:00
47.27722,September,2020,29,09/29/20 0:00
46.39166,September,2020,30,09/30/20 0:00
36.08219,October,2020,1,10/01/20 0:00
35.17733,October,2020,2,10/02/20 0:00
47.50825,October,2020,3,10/03/20 0:00
44.8559,October,2020,4,10/04/20 0:00
41.01211,October,2020,5,10/05/20 0:00
55.68394,October,2020,6,10/06/20 0:00
66.87971,October,2020,7,10/07/20 0:00
34.90189,October,2020,8,10/08/20 0:00
37.56074,October,2020,9,10/09/20 0:00
56.71593,October,2020,10,10/10/20 0:00
65.59668,October,2020,11,10/11/20 0:00
59.11452,October,2020,12,10/12/20 0:00
62.70258,October,2020,13,10/13/20 0:00
53.98526,October,2020,14,10/14/20 0:00
40.94225,October,2020,15,10/15/20 0:00
38.62906,October,2020,16,10/16/20 0:00
82.8886,October,2020,17,10/17/20 0:00
59.86161,October,2020,18,10/18/20 0:00
66.40269,October,2020,19,10/19/20 0:00
70.2241,October,2020,20,10/20/20 0:00
64.41861,October,2020,21,10/21/20 0:00
63.15572,October,2020,22,10/22/20 0:00
35.23475,October,2020,23,10/23/20 0:00
42.67265,October,2020,24,10/24/20 0:00
39.19582,October,2020,25,10/25/20 0:00
39.06442,October,2020,26,10/26/20 0:00
47.3888,October,2020,27,10/27/20 0:00
44.8776,October,2020,28,10/28/20 0:00
34.90005,October,2020,29,10/29/20 0:00
34.45733,October,2020,30,10/30/20 0:00
72.44603,October,2020,31,10/31/20 0:00
44.82071,November,2020,1,11/01/20 0:00
43.88544,November,2020,2,11/02/20 0:00
63.63496,November,2020,3,11/03/20 0:00
41.81896,November,2020,4,11/04/20 0:00
42.14126,November,2020,5,11/05/20 0:00
49.82516,November,2020,6,11/06/20 0:00
39.30892,November,2020,7,11/07/20 0:00
34.98093,November,2020,8,11/08/20 0:00
33.58812,November,2020,9,11/09/20 0:00
90.94023,November,2020,10,11/10/20 0:00
72.84958,November,2020,11,11/11/20 0:00
71.4725,November,2020,12,11/12/20 0:00
62.81347,November,2020,13,11/13/20 0:00
75.27784,November,2020,14,11/14/20 0:00
41.90461,November,2020,15,11/15/20 0:00
41.19227,November,2020,16,11/16/20 0:00
95.68678,November,2020,17,11/17/20 0:00
41.54627,November,2020,18,11/18/20 0:00
57.8582,November,2020,19,11/19/20 0:00
44.93672,November,2020,20,11/20/20 0:00
44.43089,November,2020,21,11/21/20 0:00
38.86205,November,2020,22,11/22/20 0:00
35.39122,November,2020,23,11/23/20 0:00
54.00848,November,2020,24,11/24/20 0:00
54.71611,November,2020,25,11/25/20 0:00
62.61202,November,2020,26,11/26/20 0:00
58.12517,November,2020,27,11/27/20 0:00
53.9654,November,2020,28,11/28/20 0:00
41.76331,November,2020,29,11/29/20 0:00
43.34002,November,2020,30,11/30/20 0:00
204.8217,December,2020,1,12/01/20 0:00
205.535,December,2020,2,12/02/20 0:00
93.42593,December,2020,3,12/03/20 0:00
95.19522,December,2020,4,12/04/20 0:00
104.83933,December,2020,5,12/05/20 0:00
76.64498,December,2020,6,12/06/20 0:00
53.40025,December,2020,7,12/07/20 0:00
56.62074,December,2020,8,12/08/20 0:00
58.71771,December,2020,9,12/09/20 0:00
53.35841,December,2020,10,12/10/20 0:00
55.00893,December,2020,11,12/11/20 0:00
54.77081,December,2020,12,12/12/20 0:00
40.03597,December,2020,13,12/13/20 0:00
52.93124,December,2020,14,12/14/20 0:00
103.95145,December,2020,15,12/15/20 0:00
93.93072,December,2020,16,12/16/20 0:00
74.73988,December,2020,17,12/17/20 0:00
81.76809,December,2020,18,12/18/20 0:00
65.55135,December,2020,19,12/19/20 0:00
44.43858,December,2020,20,12/20/20 0:00
44.11267,December,2020,21,12/21/20 0:00
67.38382,December,2020,22,12/22/20 0:00
49.48846,December,2020,23,12/23/20 0:00
56.30747,December,2020,24,12/24/20 0:00
54.16898,December,2020,25,12/25/20 0:00
62.07715,December,2020,26,12/26/20 0:00
41.0771,December,2020,27,12/27/20 0:00
61.85502,December,2020,28,12/28/20 0:00
89.68501,December,2020,29,12/29/20 0:00
78.61682,December,2020,30,12/30/20 0:00
72.65532,December,2020,31,12/31/20 0:00
